title,community,ApartmentTpye,perPrice,address,houseSize,down-payment,startYear,toward,pricePerMonth,houseTpye,floor,decorate,rightLimit,lift,houseAge,rightProperty,SingelHouse,detailUrl
东汇城黄 金10楼毛坯房 3房2厅南北对流 送入户花园,开平东汇城,3室2厅1卫,8648 元/m²,开平市－幸福－开平大道1号,105平方米,27.24万,2015年,南,,普通住宅,低层(共32层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1496337727?from=filter&spread=commsearch_p&position=76&kwtype=filter&now_time=1556442280
益华后育德嘉盛华庭，精装三房拎包入住，证满两年看房方便,嘉盛华庭,3室2厅2卫,10245 元/m²,蓬江区－中天国际－丰乐一街6号,122平方米,37.50万,2009年,南,,普通住宅,高层(共18层),精装修,满二年,是,https://jiangmen.anjuke.com/prop/view/A1624593145?from=filter&spread=commsearch_p&position=77&kwtype=filter&now_time=1556442280
北新区花园洋房精装四房户型位置向花园,上城骏园,4室2厅3卫,13039 元/m²,北新－北新区－丰乐路,161.1平方米,63.00万,2014年,南,,普通住宅,中层(共11层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1597580064?from=filter&spread=commsearch_p&position=78&kwtype=filter&now_time=1556442280
六福山庄生活便利大型社区   低层3房2卫  全新精致装修,六福山庄,3室2厅2卫,6073 元/m²,台山市－台山城区－北郊路,110平方米,20.04万,2008年,南,,普通住宅,中层(共7层),精装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1609529027?from=filter&spread=commsearch_p&position=79&kwtype=filter&now_time=1556442280
首付19万，益华后嘉利苑7楼送天台，家私家电全送，拎包入住。,嘉利苑,2室2厅1卫,7514 元/m²,蓬江区－金汇广场－天福路,85.2平方米,19.20万,2005年,西,,普通住宅,高层(共7层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1634986153?from=filter&spread=commsearch_p&position=80&kwtype=filter&now_time=1556442280
江门奥园带前后私家花园100方41房实用达140方,江门奥园,4室2厅2卫,10483 元/m²,蓬江区－中天国际－建设二路,124平方米,39.00万,2014年,东南,,普通住宅,低层(共18层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1591100804?from=filter&spread=commsearch_p&position=81&kwtype=filter&now_time=1556442280
15万首付，大湾区总价洼地低至4字头，罕有小户型，赠超大阳台,华业丽景花园,2室1厅1卫,6250 元/m²,鹤山市－中山路－325国道,76平方米,14.25万,2018年,南,,普通住宅,低层(共32层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1604741480?from=filter&spread=commsearch_p&position=82&kwtype=filter&now_time=1556442280
福泉新村，精装修二楼，高于评估价，懂的客户自然懂，看房方便,福泉新村,3室2厅2卫,7000 元/m²,蓬江区－杜阮－松园大道,100平方米,21.00万,2004年,北,,普通住宅,低层(共6层),精装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1566545599?from=filter&spread=commsearch_p&position=83&kwtype=filter&now_time=1556442280
江海怡景湾旁 明泰城毛坯三房 中层朝南 带景贤小学学位,明泰城,3室2厅1卫,10000 元/m²,江海区－滘头－东海路,95平方米,28.50万,2015年,南,,普通住宅,中层(共30层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1633668997?from=filter&spread=commsearch_p&position=84&kwtype=filter&now_time=1556442280
十里方圆（龙玺）  8字头 即享广佛后花园式温泉度假生活,十里方圆,3室2厅2卫,8524 元/m²,鹤山市－中山路－大雁山风景区西麓,122平方米,31.20万,2017年,南,,普通住宅,高层(共22层),毛坯,不满二年,是,https://jiangmen.anjuke.com/prop/view/A1596479059?from=filter&spread=commsearch_p&position=85&kwtype=filter&now_time=1556442280
若尊敬的客人您有何疑问，可直接拨打本人电话咨询。,开平中颐海伦堡,5室2厅4卫,8500 元/m²,开平市－幸福－三江大道,300平方米,76.50万,2010年,南北,,别墅,共3层,豪华装修,满五年,否,https://jiangmen.anjuke.com/prop/view/A1590864336?from=filter&spread=commsearch_p&position=86&kwtype=filter&now_time=1556442280
台城龙头地段 白石路低层 小户型两房，笋盘难求,白石路61号,2室2厅1卫,4850 元/m²,台山市－台山城区－白石路61号,80平方米,11.64万,2000年,南,,普通住宅,中层(共8层),简单装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1605637817?from=filter&spread=commsearch_p&position=87&kwtype=filter&now_time=1556442280
摩根附近单价9字头，2014年小区两房小户型85万带学位,群众豪庭,2室2厅1卫,9670 元/m²,蓬江区－中天国际－白石大道26号,87.9平方米,25.50万,2014年,南,,普通住宅,中层(共20层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1621398627?from=filter&spread=commsearch_p&position=88&kwtype=filter&now_time=1556442280
水南路七枝里二楼两房61平方米售36.8万,聚龙里小区,2室1厅1卫,6033 元/m²,蓬江区－江华小学－水南路,61平方米,11.04万,1990年,南,,普通住宅,低层(共7层),豪华装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1611619460?from=filter&spread=commsearch_p&position=89&kwtype=filter&now_time=1556442280
（杜绝虚假）一手免！东汇城特价精装大三房，低首付，你还在等什,江门东汇城,3室2厅2卫,9565 元/m²,江海区－中环广场－胜利南路,92平方米,26.40万,2018年,南北,,普通住宅,高层(共30层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1607887158?from=filter&spread=commsearch_p&position=90&kwtype=filter&now_time=1556442280
稀有笋盘，荣华花园2楼，3房2厅121方，满五唯一低税,荣华花园,3室2厅2卫,5769 元/m²,台山市－台山城区－荣华路,121平方米,20.94万,2008年,南,,普通住宅,低层(共8层),豪华装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1618734971?from=filter&spread=commsearch_p&position=91&kwtype=filter&now_time=1556442280
望江精装两房，带学位，配套完善，生活便利,海伦湾,2室2厅1卫,11710 元/m²,江海区－外海－江海五路,78.6平方米,27.60万,2013年,西北,,普通住宅,中层(共25层),简单装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1578411421?from=filter&spread=commsearch_p&position=92&kwtype=filter&now_time=1556442280
台山幸福里电梯1楼小区别墅3房.满五唯一无税.送200花园.,幸福里,3室2厅2卫,8416 元/m²,台山市－台山城区－沙岗湖路,101平方米,25.50万,2012年,南北,,普通住宅,低层(共11层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1626593935?from=filter&spread=commsearch_p&position=93&kwtype=filter&now_time=1556442280
正规三房两厅带套间前后双阳台中高层，首付31万，视野非常开阔,骏景湾豪庭,3室2厅2卫,11847 元/m²,蓬江区－中天国际－白石大道116-170号,99.6平方米,35.40万,2010年,北,,普通住宅,中层(共21层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1620019491?from=filter&spread=commsearch_p&position=94&kwtype=filter&now_time=1556442280
恩平轻轨站旁单价8字头度假村别墅！温泉入户在家即可泡温泉噢！,锦江国际新城(别墅),4室3厅4卫,8146 元/m²,恩平市－飞鹅塘－锦江大道东8号,178平方米,43.50万,2018年,南,,普通住宅,共3层,毛坯,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1606992876?from=filter&spread=commsearch_p&position=95&kwtype=filter&now_time=1556442280
白沙汇景湾旁玉圭园，中层电梯毛坯三房，小区环境舒适交通便利！,蓬江玉圭园,3室2厅1卫,8469 元/m²,蓬江区－蓬江周边－龙湾路,98平方米,24.90万,2013年,南,,普通住宅,高层(共17层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1580345693?from=filter&spread=commsearch_p&position=96&kwtype=filter&now_time=1556442280
台山 广海新城 精装3房  拥有无限可能,广海新城,3室2厅2卫,5000 元/m²,台山市－台山城区－274省道,110平方米,16.50万,2018年,南,,普通住宅,高层(共8层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1604348845?from=filter&spread=commsearch_p&position=97&kwtype=filter&now_time=1556442280
恩平泉林 免拥 代理一手别墅 约200万一套 有团购价,奥园御山湖(别墅),4室3厅3卫,10959 元/m²,恩平市－恩平周边－泉林路1号,365平方米,120.00万,2015年,南北,,别墅,共3层,毛坯,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1594892120?from=filter&spread=commsearch_p&position=98&kwtype=filter&now_time=1556442280
园林绿化小区。骏景湾复试住宅，花园150方，望湖景，装修如图,骏景湾豪庭,4室2厅3卫,10909 元/m²,开平市－幸福－新兴路,165平方米,54.00万,2016年,南北,,普通住宅,共2层,豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1618970044?from=filter&spread=commsearch_p&position=99&kwtype=filter&now_time=1556442280
富华花园07年小区，四楼，正规3房2厅，有阳台，实用90方,富华花园,3室2厅1卫,7073 元/m²,江海区－中环广场－江海二路,82平方米,17.40万,2007年,南北,,普通住宅,中层(共6层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1612859560?from=filter&spread=commsearch_p&position=100&kwtype=filter&now_time=1556442280
业主豪装20万！碧桂园南湖郡中层 朝正南向送家私带有车位！,碧桂园南湖郡,3室2厅2卫,13333 元/m²,新会区－新会周边－文德路,96平方米,38.40万,2017年,南,,普通住宅,中层(共29层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1634328707?from=filter&spread=commsearch_p&position=101&kwtype=filter&now_time=1556442280
清华苑.君汇 低首付 单价7字头 109方大四房,清华苑,4室2厅2卫,6972 元/m²,鹤山市－中山路－碧桂园大道,109平方米,22.80万,2016年,南,,普通住宅,中层(共26层),精装修,满五年,是,https://jiangmen.anjuke.com/prop/view/A1592951397?from=filter&spread=commsearch_p&position=102&kwtype=filter&now_time=1556442280
联排 别墅，边位花园，花园面积200方,五邑碧桂园(别墅),3室2厅3卫,15385 元/m²,蓬江区－蓬江周边－群福路,169平方米,78.00万,2009年,南,,普通住宅,共3层,简单装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1592623208?from=filter&spread=commsearch_p&position=103&kwtype=filter&now_time=1556442280
坚美园三房两厅，新装少住，拎包入住，首付18万，低首付低首付,碧桂园坚美园,3室2厅2卫,7222 元/m²,鹤山市－坚美广场－鹤山大道,108平方米,23.40万,2013年,南北,,普通住宅,中层(共18层),精装修,满五年,是,https://jiangmen.anjuke.com/prop/view/A1568345563?from=filter&spread=commsearch_p&position=104&kwtype=filter&now_time=1556442280
十里方圆风景好依山傍水,十里方圆,3室2厅2卫,7619 元/m²,鹤山市－中山路－大雁山风景区西麓,105平方米,24.00万,2010年,南,,普通住宅,高层(共7层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1608128781?from=filter&spread=commsearch_p&position=105&kwtype=filter&now_time=1556442280
紫茶小学旁，品质上城俊园，楼皇位置，南向望小区园林.,上城骏园,3室2厅1卫,15102 元/m²,北新－北新区－丰乐路,98平方米,44.40万,2015年,南,,普通住宅,低层(共18层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1622355332?from=filter&spread=commsearch_p&position=106&kwtype=filter&now_time=1556442280
新华城，大型小区，精装修，没住过！,鹤山新华城,3室2厅2卫,7000 元/m²,鹤山市－中山路－325国道,100平方米,21.00万,2016年,南,,普通住宅,高层(共28层),精装修,70年,有,不满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1476071661?from=filter&spread=commsearch_p&position=107&kwtype=filter&now_time=1556442280
推介 瑞华苑 豪装大3房 送露台采光超正正常过户,瑞华苑,3室2厅1卫,6910 元/m²,江海区－中环广场－江海二路,101平方米,20.94万,2014年,南,,普通住宅,中层(共7层),豪华装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1610231593?from=filter&spread=commsearch_p&position=108&kwtype=filter&now_time=1556442280
黄 金海岸中高层约105方3房2厅，时尚装修仅售76万！,侨园黄金海岸,3室2厅2卫,7238 元/m²,开平市－侨园－侨园路,105平方米,22.80万,2015年,南北,,普通住宅,中层(共23层),豪华装修,70年,无,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1593249268?from=filter&spread=commsearch_p&position=109&kwtype=filter&now_time=1556442280
婚房推介~全屋精装~凯旋堡精装3房~,凯旋堡,3室2厅1卫,10674 元/m²,江海区－中环广场－江翠路28号,89平方米,28.50万,2014年,南,,普通住宅,中层(共18层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1612312039?from=filter&spread=commsearch_p&position=110&kwtype=filter&now_time=1556442280
老人家福音，华翠园二楼，精装两房，居住安静舒适，楼龄新送家电,华翠园,2室2厅1卫,8966 元/m²,新会区－新会周边－北安路,60平方米,16.14万,2009年,南北,,普通住宅,低层(共8层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1607707743?from=filter&spread=commsearch_p&position=111&kwtype=filter&now_time=1556442280
笋！06年砖仔楼，天鹅湾学位！正规3房！东海花园仅此一间,东海花园,3室2厅1卫,6700 元/m²,江海区－中环广场－东海路,95.2平方米,19.14万,2006年,北,,普通住宅,中层(共8层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1598568553?from=filter&spread=commsearch_p&position=112&kwtype=filter&now_time=1556442280
首付20万可以买间豪华现代装修三房，南北对流，有柴房,豪园小区,3室2厅2卫,4600 元/m²,开平市－幸福－曙光东路,130平方米,17.94万,2003年,南北,,普通住宅,中层(共7层),豪华装修,满五年,否,https://jiangmen.anjuke.com/prop/view/A1592639937?from=filter&spread=commsearch_p&position=113&kwtype=filter&now_time=1556442280
星湖湾 首付3万8入住江景洋房 纯南向 找我享额外折扣,恒大御景半岛,3室2厅2卫,9793 元/m²,江海区－中环广场－礼乐一路,97平方米,28.50万,2019年,南,,普通住宅,中层(共28层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1583932969?from=filter&spread=commsearch_p&position=114&kwtype=filter&now_time=1556442280
奕聪花园 全新装修没住过 三房朝南 首付32万 望江 带名校,奕聪花园,3室2厅2卫,11500 元/m²,江海区－外海－金瓯路,100平方米,34.50万,2015年,南,,普通住宅,高层(共31层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1600692495?from=filter&spread=commsearch_p&position=115&kwtype=filter&now_time=1556442280
金都花园 砖仔楼！首付低，楼层低！户型靓格局方正，生活便利！,金都花园,3室2厅2卫,6235 元/m²,蓬江区－双龙广场－天宁路,85平方米,15.90万,2008年,南,,普通住宅,中层(共8层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1618089903?from=filter&spread=commsearch_p&position=116&kwtype=filter&now_time=1556442280
大湾区 枢纽新城 实小学位 美吉特住宅低于市场价出售 毛坯！,美吉特广场,2室2厅1卫,11011 元/m²,新会区－新会周边－启超大道9号,89平方米,29.40万,2017年,南,,普通住宅,高层(共31层),毛坯,满二年,否,https://jiangmen.anjuke.com/prop/view/A1613467595?from=filter&spread=commsearch_p&position=117&kwtype=filter&now_time=1556442280
